Academic_Year,State_Code,State_Name,District_Code,District_Name,Block_Code,Udise_Block_Name,School_Category_Id,School_Category_Name,School_Management_Id,School_Management_Name,Location,School_Type_Id,School_Type,Total_Number_of_Schools,Building,Complete_Medical_Checkup,Computer_Available,Functional_Drinking_Water,Drinking_Water,Functional_Electricity,Functional_Boy_Toilet,Functional_Girl_Toilet,Functional_Toilet_Facility,Functional_Toilet_and_Urinal,Functional_Urinal,Functional_Urinal_Boy,Functional_Urinal_Girl,Handwash,Separate_Room_for_Headmaster,Incinerator,Internet,Kitchen_Garden,Land_Available,Librarian,Library_or_Reading_Corner_or_Book_Bank,Medical_Checkup,Newspaper,Playground,Rain_Water_Harvesting,Ramps,Solar_Panel,Furniture,Water_Purifier,Water_Tested
2016-17,9,Uttar Pradesh,944,KAUSHAMBI,94401,MANJHANPUR,3,HSS (I-XII),2,Tribal Welfare Department,Rural,1,Boys,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0
2016-17,9,Uttar Pradesh,944,KAUSHAMBI,94401,MANJHANPUR,3,HSS (I-XII),4,Government Aided,Rural,3,Co-Ed,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,1,1,0,1,0,1,1,0,1,0,1,0,0
2016-17,9,Uttar Pradesh,944,KAUSHAMBI,94401,MANJHANPUR,10,HSS (IX-XII),5,Private Unaided (Recognized),Rural,1,Boys,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,1,1,0,0,1,1,0,0,0,1,0,0
2016-17,9,Uttar Pradesh,944,KAUSHAMBI,94401,MANJHANPUR,10,HSS (IX-XII),5,Private Unaided (Recognized),Rural,3,Co-Ed,8,8,0,8,8,8,7,8,8,8,0,0,0,0,8,8,0,5,0,8,5,7,0,5,8,5,1,0,8,0,0
2016-17,9,Uttar Pradesh,944,KAUSHAMBI,94401,MANJHANPUR,10,HSS (IX-XII),5,Private Unaided (Recognized),Urban,3,Co-Ed,2,2,0,1,2,2,2,2,2,2,0,0,0,0,2,2,0,2,0,2,1,1,0,1,2,1,1,0,2,0,0
2016-17,9,Uttar Pradesh,944,KAUSHAMBI,94401,MANJHANPUR,5,HSS (VI-XII),4,Government Aided,Rural,3,Co-Ed,2,2,0,2,2,2,2,2,2,2,0,0,0,0,2,2,0,1,0,2,1,2,1,2,2,0,2,0,2,0,0
2016-17,9,Uttar Pradesh,944,KAUSHAMBI,94401,MANJHANPUR,5,HSS (VI-XII),5,Private Unaided (Recognized),Rural,3,Co-Ed,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,1,1,0,1,0,1,1,1,1,0,1,0,0
2016-17,9,Uttar Pradesh,944,KAUSHAMBI,94401,MANJHANPUR,5,HSS (VI-XII),7,Central Govt,Rural,3,Co-Ed,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0
2016-17,9,Uttar Pradesh,944,KAUSHAMBI,94401,MANJHANPUR,1,PS (I-V),1,Department of Education,Rural,3,Co-Ed,125,125,0,5,99,102,37,125,125,125,0,0,0,0,97,117,0,0,119,29,0,112,78,4,111,0,123,0,104,0,0
2016-17,9,Uttar Pradesh,944,KAUSHAMBI,94401,MANJHANPUR,1,PS (I-V),3,Local body,Rural,3,Co-Ed,2,2,0,1,2,2,1,2,2,2,0,0,0,0,2,2,0,0,1,0,0,2,0,1,2,0,2,0,2,0,0
2016-17,9,Uttar Pradesh,944,KAUSHAMBI,94401,MANJHANPUR,1,PS (I-V),4,Government Aided,Rural,3,Co-Ed,5,4,0,1,4,4,2,5,5,5,0,0,0,0,3,5,0,0,2,2,0,5,0,0,5,0,4,0,2,0,0
2016-17,9,Uttar Pradesh,944,KAUSHAMBI,94401,MANJHANPUR,1,PS (I-V),5,Private Unaided (Recognized),Rural,3,Co-Ed,33,33,0,7,29,29,15,33,33,33,0,0,0,0,29,32,0,0,4,15,0,31,3,9,31,0,32,0,24,0,0
2016-17,9,Uttar Pradesh,944,KAUSHAMBI,94401,MANJHANPUR,1,PS (I-V),97,Madarsa recognized (by Wakf board/Madarsa Board) ,Rural,3,Co-Ed,1,1,0,0,1,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0
2016-17,9,Uttar Pradesh,944,KAUSHAMBI,94401,MANJHANPUR,1,PS (I-V),1,Department of Education,Urban,3,Co-Ed,1,1,0,0,1,1,0,1,1,1,0,0,0,0,1,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0
2016-17,9,Uttar Pradesh,944,KAUSHAMBI,94401,MANJHANPUR,1,PS (I-V),97,Madarsa recognized (by Wakf board/Madarsa Board) ,Urban,3,Co-Ed,1,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
2016-17,9,Uttar Pradesh,944,KAUSHAMBI,94401,MANJHANPUR,6,SS (I-X),98,Madarsa unrecognized,Rural,1,Boys,1,1,0,0,1,1,0,1,1,1,0,0,0,0,1,1,0,0,0,1,0,1,1,1,1,0,1,0,1,0,0
2016-17,9,Uttar Pradesh,944,KAUSHAMBI,94401,MANJHANPUR,6,SS (I-X),97,Madarsa recognized (by Wakf board/Madarsa Board) ,Rural,3,Co-Ed,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0
2016-17,9,Uttar Pradesh,944,KAUSHAMBI,94401,MANJHANPUR,8,SS (IX-X),5,Private Unaided (Recognized),Rural,2,Girls,3,3,0,3,3,3,3,3,3,3,0,0,0,0,3,3,0,2,0,3,1,1,0,1,3,1,1,0,3,0,0
2016-17,9,Uttar Pradesh,944,KAUSHAMBI,94401,MANJHANPUR,8,SS (IX-X),1,Department of Education,Rural,3,Co-Ed,2,2,0,0,2,2,0,2,2,2,0,0,0,0,1,2,0,0,0,2,0,1,0,2,2,0,1,0,1,0,0
2016-17,9,Uttar Pradesh,944,KAUSHAMBI,94401,MANJHANPUR,8,SS (IX-X),2,Tribal Welfare Department,Rural,3,Co-Ed,1,1,0,0,1,1,0,1,1,1,0,0,0,0,1,1,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0
2016-17,9,Uttar Pradesh,944,KAUSHAMBI,94401,MANJHANPUR,8,SS (IX-X),5,Private Unaided (Recognized),Rural,3,Co-Ed,18,18,0,18,17,17,17,18,18,18,0,0,0,0,17,18,0,13,0,18,8,11,0,9,18,3,3,0,17,0,0
2016-17,9,Uttar Pradesh,944,KAUSHAMBI,94401,MANJHANPUR,8,SS (IX-X),7,Central Govt,Rural,3,Co-Ed,1,1,0,1,1,1,0,1,1,1,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,0,1,0,0
2016-17,9,Uttar Pradesh,944,KAUSHAMBI,94401,MANJHANPUR,8,SS (IX-X),5,Private Unaided (Recognized),Urban,3,Co-Ed,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0
2016-17,9,Uttar Pradesh,944,KAUSHAMBI,94401,MANJHANPUR,2,UPS (I-VIII),1,Department of Education,Rural,1,Boys,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0
2016-17,9,Uttar Pradesh,944,KAUSHAMBI,94401,MANJHANPUR,2,UPS (I-VIII),5,Private Unaided (Recognized),Rural,2,Girls,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2016-17,9,Uttar Pradesh,944,KAUSHAMBI,94401,MANJHANPUR,2,UPS (I-VIII),97,Madarsa recognized (by Wakf board/Madarsa Board) ,Rural,2,Girls,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,1,0,1,1,1,1,0,1,0,1,0,0
2016-17,9,Uttar Pradesh,944,KAUSHAMBI,94401,MANJHANPUR,2,UPS (I-VIII),5,Private Unaided (Recognized),Rural,3,Co-Ed,2,2,0,1,1,1,1,2,2,2,0,0,0,0,2,2,0,0,1,1,0,2,1,0,2,0,1,0,1,0,0
2016-17,9,Uttar Pradesh,944,KAUSHAMBI,94401,MANJHANPUR,2,UPS (I-VIII),97,Madarsa recognized (by Wakf board/Madarsa Board) ,Rural,3,Co-Ed,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,0,1,0,1,0,0
2016-17,9,Uttar Pradesh,944,KAUSHAMBI,94401,MANJHANPUR,4,UPS (VI-VIII),1,Department of Education,Rural,2,Girls,1,1,0,1,1,1,1,0,1,1,0,0,0,0,1,1,0,0,1,1,0,1,1,0,1,0,1,0,0,0,0
2016-17,9,Uttar Pradesh,944,KAUSHAMBI,94401,MANJHANPUR,4,UPS (VI-VIII),5,Private Unaided (Recognized),Rural,2,Girls,1,1,0,1,1,1,1,0,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0
2016-17,9,Uttar Pradesh,944,KAUSHAMBI,94401,MANJHANPUR,4,UPS (VI-VIII),1,Department of Education,Rural,3,Co-Ed,57,56,0,17,40,41,13,57,57,57,0,0,0,0,50,57,0,0,56,18,0,51,25,4,55,0,55,0,41,0,0
2016-17,9,Uttar Pradesh,944,KAUSHAMBI,94401,MANJHANPUR,4,UPS (VI-VIII),4,Government Aided,Rural,3,Co-Ed,2,2,0,0,1,1,1,2,2,2,0,0,0,0,1,2,0,0,0,0,0,2,0,0,2,0,2,0,0,0,0
2016-17,9,Uttar Pradesh,944,KAUSHAMBI,94401,MANJHANPUR,4,UPS (VI-VIII),5,Private Unaided (Recognized),Rural,3,Co-Ed,19,19,0,6,15,15,9,19,19,19,0,0,0,0,16,18,0,1,3,10,1,19,1,6,18,0,18,0,16,0,0
2016-17,9,Uttar Pradesh,944,KAUSHAMBI,94401,MANJHANPUR,4,UPS (VI-VIII),1,Department of Education,Urban,3,Co-Ed,2,2,0,1,2,2,1,2,2,2,0,0,0,0,2,2,0,0,2,1,0,2,2,0,2,0,2,0,2,0,0
2016-17,9,Uttar Pradesh,944,KAUSHAMBI,94402,KAUSHAMBI,10,HSS (IX-XII),5,Private Unaided (Recognized),Rural,2,Girls,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,1,1,1,0,1,1,0,1,0,1,0,0
2016-17,9,Uttar Pradesh,944,KAUSHAMBI,94402,KAUSHAMBI,10,HSS (IX-XII),5,Private Unaided (Recognized),Rural,3,Co-Ed,5,5,0,4,5,5,5,5,5,5,0,0,0,0,5,5,0,3,0,5,2,2,0,2,5,3,1,0,5,0,0
2016-17,9,Uttar Pradesh,944,KAUSHAMBI,94402,KAUSHAMBI,10,HSS (IX-XII),7,Central Govt,Rural,3,Co-Ed,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
2016-17,9,Uttar Pradesh,944,KAUSHAMBI,94402,KAUSHAMBI,5,HSS (VI-XII),4,Government Aided,Rural,3,Co-Ed,2,2,0,2,2,2,1,2,2,2,0,0,0,0,2,2,0,0,0,2,1,0,1,1,2,0,2,0,2,0,0
2016-17,9,Uttar Pradesh,944,KAUSHAMBI,94402,KAUSHAMBI,5,HSS (VI-XII),5,Private Unaided (Recognized),Rural,3,Co-Ed,1,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,1,0,1,1,1,1,1,1,0,1,0,0
2016-17,9,Uttar Pradesh,944,KAUSHAMBI,94402,KAUSHAMBI,1,PS (I-V),1,Department of Education,Rural,1,Boys,1,1,0,0,1,1,0,1,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0
2016-17,9,Uttar Pradesh,944,KAUSHAMBI,94402,KAUSHAMBI,1,PS (I-V),1,Department of Education,Rural,2,Girls,1,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0
2016-17,9,Uttar Pradesh,944,KAUSHAMBI,94402,KAUSHAMBI,1,PS (I-V),5,Private Unaided (Recognized),Rural,2,Girls,1,1,0,0,1,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0
2016-17,9,Uttar Pradesh,944,KAUSHAMBI,94402,KAUSHAMBI,1,PS (I-V),1,Department of Education,Rural,3,Co-Ed,138,137,0,0,120,121,45,138,138,138,0,0,0,0,130,132,0,0,135,25,0,129,13,3,136,0,132,0,104,0,0
2016-17,9,Uttar Pradesh,944,KAUSHAMBI,94402,KAUSHAMBI,1,PS (I-V),4,Government Aided,Rural,3,Co-Ed,1,1,0,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2016-17,9,Uttar Pradesh,944,KAUSHAMBI,94402,KAUSHAMBI,1,PS (I-V),5,Private Unaided (Recognized),Rural,3,Co-Ed,16,16,0,3,16,16,9,16,16,16,0,0,0,0,16,15,0,1,0,5,0,14,1,5,16,0,12,0,11,0,0
2016-17,9,Uttar Pradesh,944,KAUSHAMBI,94402,KAUSHAMBI,1,PS (I-V),98,Madarsa unrecognized,Rural,3,Co-Ed,1,1,0,0,1,1,0,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
2016-17,9,Uttar Pradesh,944,KAUSHAMBI,94402,KAUSHAMBI,6,SS (I-X),1,Department of Education,Rural,3,Co-Ed,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,1,0,1,1,1,1,0,1,0,1,0,0
2016-17,9,Uttar Pradesh,944,KAUSHAMBI,94402,KAUSHAMBI,8,SS (IX-X),1,Department of Education,Rural,3,Co-Ed,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
2016-17,9,Uttar Pradesh,944,KAUSHAMBI,94402,KAUSHAMBI,8,SS (IX-X),5,Private Unaided (Recognized),Rural,3,Co-Ed,7,7,0,6,7,7,6,7,7,7,0,0,0,0,7,7,0,6,0,6,2,2,0,3,7,0,1,0,7,0,0
2016-17,9,Uttar Pradesh,944,KAUSHAMBI,94402,KAUSHAMBI,7,SS (VI-X),4,Government Aided,Rural,3,Co-Ed,1,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,0,1,0,1,0,0
2016-17,9,Uttar Pradesh,944,KAUSHAMBI,94402,KAUSHAMBI,7,SS (VI-X),5,Private Unaided (Recognized),Rural,3,Co-Ed,1,1,0,1,1,1,0,1,1,1,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0
2016-17,9,Uttar Pradesh,944,KAUSHAMBI,94402,KAUSHAMBI,2,UPS (I-VIII),5,Private Unaided (Recognized),Rural,3,Co-Ed,2,2,0,0,2,2,0,2,2,2,0,0,0,0,2,2,0,0,0,2,0,1,1,2,2,0,0,0,1,0,0
2016-17,9,Uttar Pradesh,944,KAUSHAMBI,94402,KAUSHAMBI,4,UPS (VI-VIII),1,Department of Education,Rural,2,Girls,1,1,0,1,1,1,1,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0
2016-17,9,Uttar Pradesh,944,KAUSHAMBI,94402,KAUSHAMBI,4,UPS (VI-VIII),5,Private Unaided (Recognized),Rural,2,Girls,1,1,0,0,1,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0
2016-17,9,Uttar Pradesh,944,KAUSHAMBI,94402,KAUSHAMBI,4,UPS (VI-VIII),1,Department of Education,Rural,3,Co-Ed,75,75,0,14,49,50,32,75,75,75,0,0,0,0,72,75,0,0,75,18,0,73,8,0,73,0,74,0,65,0,0
2016-17,9,Uttar Pradesh,944,KAUSHAMBI,94402,KAUSHAMBI,4,UPS (VI-VIII),2,Tribal Welfare Department,Rural,3,Co-Ed,1,1,0,0,1,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0
2016-17,9,Uttar Pradesh,944,KAUSHAMBI,94402,KAUSHAMBI,4,UPS (VI-VIII),4,Government Aided,Rural,3,Co-Ed,1,1,0,0,1,1,0,1,1,1,0,0,0,0,1,1,0,0,1,1,0,1,0,1,1,0,0,0,1,0,0
2016-17,9,Uttar Pradesh,944,KAUSHAMBI,94402,KAUSHAMBI,4,UPS (VI-VIII),5,Private Unaided (Recognized),Rural,3,Co-Ed,17,17,0,3,16,16,5,17,17,17,0,0,0,0,17,16,0,0,1,4,0,14,1,4,17,0,13,0,14,0,0
2016-17,9,Uttar Pradesh,944,KAUSHAMBI,94403,SIRATU,10,HSS (IX-XII),5,Private Unaided (Recognized),Rural,3,Co-Ed,17,17,0,14,16,16,15,17,17,17,0,0,0,0,16,16,0,13,0,16,3,8,1,5,16,5,6,0,17,0,0
2016-17,9,Uttar Pradesh,944,KAUSHAMBI,94403,SIRATU,10,HSS (IX-XII),5,Private Unaided (Recognized),Urban,3,Co-Ed,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0
2016-17,9,Uttar Pradesh,944,KAUSHAMBI,94403,SIRATU,5,HSS (VI-XII),1,Department of Education,Rural,2,Girls,1,1,0,1,1,1,1,0,1,1,0,0,0,0,1,1,0,0,1,1,0,1,0,1,1,0,1,0,1,0,0
2016-17,9,Uttar Pradesh,944,KAUSHAMBI,94403,SIRATU,5,HSS (VI-XII),4,Government Aided,Rural,3,Co-Ed,2,2,0,2,2,2,1,2,2,2,0,0,0,0,2,1,0,0,0,2,0,2,0,2,2,1,2,0,2,0,0
2016-17,9,Uttar Pradesh,944,KAUSHAMBI,94403,SIRATU,5,HSS (VI-XII),5,Private Unaided (Recognized),Rural,3,Co-Ed,5,5,0,4,4,4,5,5,5,5,0,0,0,0,4,4,0,4,0,3,2,4,1,3,5,0,1,0,5,0,0
2016-17,9,Uttar Pradesh,944,KAUSHAMBI,94403,SIRATU,1,PS (I-V),1,Department of Education,Rural,3,Co-Ed,164,164,0,2,131,132,131,164,164,164,0,0,0,0,102,152,0,0,159,52,0,143,37,5,154,0,158,0,148,0,0
2016-17,9,Uttar Pradesh,944,KAUSHAMBI,94403,SIRATU,1,PS (I-V),5,Private Unaided (Recognized),Rural,3,Co-Ed,47,47,0,5,46,46,27,47,47,47,0,0,0,0,42,47,0,1,0,27,0,43,2,9,42,0,24,0,36,0,0
2016-17,9,Uttar Pradesh,944,KAUSHAMBI,94403,SIRATU,1,PS (I-V),98,Madarsa unrecognized,Rural,3,Co-Ed,2,2,0,0,2,2,0,2,2,2,0,0,0,0,2,2,0,0,0,0,0,2,1,0,1,0,1,0,1,0,0
2016-17,9,Uttar Pradesh,944,KAUSHAMBI,94403,SIRATU,1,PS (I-V),1,Department of Education,Urban,3,Co-Ed,2,2,0,0,1,1,2,2,2,2,0,0,0,0,1,1,0,0,2,1,0,1,0,0,1,0,2,0,2,0,0
2016-17,9,Uttar Pradesh,944,KAUSHAMBI,94403,SIRATU,1,PS (I-V),5,Private Unaided (Recognized),Urban,3,Co-Ed,4,4,0,1,4,4,3,4,4,4,0,0,0,0,4,4,0,0,0,4,0,1,1,2,3,0,1,0,4,0,0
2016-17,9,Uttar Pradesh,944,KAUSHAMBI,94403,SIRATU,6,SS (I-X),5,Private Unaided (Recognized),Rural,3,Co-Ed,1,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,1,0,1,1,1,1,0,1,0,1,0,0
2016-17,9,Uttar Pradesh,944,KAUSHAMBI,94403,SIRATU,6,SS (I-X),98,Madarsa unrecognized,Rural,3,Co-Ed,2,2,0,2,2,2,1,2,2,2,0,0,0,0,2,2,0,0,0,2,0,1,2,2,2,0,2,0,2,0,0
2016-17,9,Uttar Pradesh,944,KAUSHAMBI,94403,SIRATU,8,SS (IX-X),1,Department of Education,Rural,3,Co-Ed,5,5,0,0,2,3,0,5,5,5,0,0,0,0,3,3,0,0,0,4,0,1,0,1,0,0,2,0,5,0,0
2016-17,9,Uttar Pradesh,944,KAUSHAMBI,94403,SIRATU,8,SS (IX-X),5,Private Unaided (Recognized),Rural,3,Co-Ed,28,28,0,23,27,27,26,28,28,28,0,0,0,0,27,28,0,16,0,28,9,12,2,10,27,10,8,0,27,0,0
2016-17,9,Uttar Pradesh,944,KAUSHAMBI,94403,SIRATU,8,SS (IX-X),5,Private Unaided (Recognized),Urban,3,Co-Ed,2,2,0,2,2,2,2,2,2,2,0,0,0,0,2,2,0,2,0,2,1,1,0,1,2,0,1,0,2,0,0
2016-17,9,Uttar Pradesh,944,KAUSHAMBI,94403,SIRATU,7,SS (VI-X),1,Department of Education,Rural,2,Girls,1,0,0,1,1,1,1,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,1,1,1,0,0,0,1,0,0
2016-17,9,Uttar Pradesh,944,KAUSHAMBI,94403,SIRATU,7,SS (VI-X),4,Government Aided,Rural,3,Co-Ed,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0
2016-17,9,Uttar Pradesh,944,KAUSHAMBI,94403,SIRATU,7,SS (VI-X),5,Private Unaided (Recognized),Rural,3,Co-Ed,3,3,0,2,3,3,2,3,3,3,0,0,0,0,3,3,0,0,0,3,2,2,1,2,3,0,1,0,3,0,0
2016-17,9,Uttar Pradesh,944,KAUSHAMBI,94403,SIRATU,2,UPS (I-VIII),97,Madarsa recognized (by Wakf board/Madarsa Board) ,Rural,3,Co-Ed,2,2,0,0,1,1,1,2,2,2,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2016-17,9,Uttar Pradesh,944,KAUSHAMBI,94403,SIRATU,2,UPS (I-VIII),98,Madarsa unrecognized,Rural,3,Co-Ed,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0
2016-17,9,Uttar Pradesh,944,KAUSHAMBI,94403,SIRATU,4,UPS (VI-VIII),4,Government Aided,Rural,2,Girls,1,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0
2016-17,9,Uttar Pradesh,944,KAUSHAMBI,94403,SIRATU,4,UPS (VI-VIII),1,Department of Education,Rural,3,Co-Ed,73,73,0,13,44,44,36,73,73,73,0,0,0,0,50,73,0,0,67,20,0,63,10,2,66,0,67,0,58,0,0
2016-17,9,Uttar Pradesh,944,KAUSHAMBI,94403,SIRATU,4,UPS (VI-VIII),4,Government Aided,Rural,3,Co-Ed,4,4,0,0,4,4,1,4,4,4,0,0,0,0,3,3,0,0,0,0,0,4,0,0,4,0,3,0,4,0,0
2016-17,9,Uttar Pradesh,944,KAUSHAMBI,94403,SIRATU,4,UPS (VI-VIII),5,Private Unaided (Recognized),Rural,3,Co-Ed,40,40,0,6,37,37,17,40,40,40,0,0,0,0,37,39,0,1,0,24,0,27,2,7,32,1,19,0,27,0,0
2016-17,9,Uttar Pradesh,944,KAUSHAMBI,94403,SIRATU,4,UPS (VI-VIII),5,Private Unaided (Recognized),Urban,3,Co-Ed,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,1,0,1,1,1,1,0,1,0,1,0,0
2016-17,9,Uttar Pradesh,944,KAUSHAMBI,94404,NEWADA,3,HSS (I-XII),4,Government Aided,Rural,3,Co-Ed,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0
2016-17,9,Uttar Pradesh,944,KAUSHAMBI,94404,NEWADA,3,HSS (I-XII),5,Private Unaided (Recognized),Rural,3,Co-Ed,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,0
2016-17,9,Uttar Pradesh,944,KAUSHAMBI,94404,NEWADA,10,HSS (IX-XII),5,Private Unaided (Recognized),Rural,2,Girls,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,1,1,1,0,1,1,0,1,0,1,0,0
2016-17,9,Uttar Pradesh,944,KAUSHAMBI,94404,NEWADA,10,HSS (IX-XII),5,Private Unaided (Recognized),Rural,3,Co-Ed,3,3,0,3,3,3,3,3,3,3,0,0,0,0,3,3,0,2,0,3,1,2,0,1,3,1,0,0,3,0,0
2016-17,9,Uttar Pradesh,944,KAUSHAMBI,94404,NEWADA,5,HSS (VI-XII),4,Government Aided,Rural,3,Co-Ed,3,3,0,3,3,3,2,3,3,3,0,0,0,0,3,3,0,0,1,2,1,3,0,2,3,0,2,0,2,0,0
2016-17,9,Uttar Pradesh,944,KAUSHAMBI,94404,NEWADA,5,HSS (VI-XII),5,Private Unaided (Recognized),Rural,3,Co-Ed,2,2,0,2,2,2,2,2,2,2,0,0,0,0,2,2,0,1,0,2,2,2,0,0,2,0,0,0,2,0,0
2016-17,9,Uttar Pradesh,944,KAUSHAMBI,94404,NEWADA,1,PS (I-V),1,Department of Education,Rural,3,Co-Ed,110,109,0,0,87,87,49,110,110,110,0,0,0,0,101,102,0,0,109,16,0,91,9,2,102,0,104,0,96,0,0
2016-17,9,Uttar Pradesh,944,KAUSHAMBI,94404,NEWADA,1,PS (I-V),2,Tribal Welfare Department,Rural,3,Co-Ed,1,0,0,0,1,1,0,1,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0
2016-17,9,Uttar Pradesh,944,KAUSHAMBI,94404,NEWADA,1,PS (I-V),4,Government Aided,Rural,3,Co-Ed,1,1,0,0,1,1,0,1,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2016-17,9,Uttar Pradesh,944,KAUSHAMBI,94404,NEWADA,1,PS (I-V),5,Private Unaided (Recognized),Rural,3,Co-Ed,21,21,0,2,19,19,4,21,21,21,0,0,0,0,21,20,0,0,2,10,0,18,2,7,20,0,13,0,17,0,0
2016-17,9,Uttar Pradesh,944,KAUSHAMBI,94404,NEWADA,1,PS (I-V),98,Madarsa unrecognized,Rural,3,Co-Ed,1,1,0,1,1,1,0,1,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0,1,1,0,1,0,1,0,0
2016-17,9,Uttar Pradesh,944,KAUSHAMBI,94404,NEWADA,1,PS (I-V),4,Government Aided,Urban,3,Co-Ed,1,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2016-17,9,Uttar Pradesh,944,KAUSHAMBI,94404,NEWADA,6,SS (I-X),5,Private Unaided (Recognized),Rural,3,Co-Ed,1,1,0,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0
2016-17,9,Uttar Pradesh,944,KAUSHAMBI,94404,NEWADA,8,SS (IX-X),5,Private Unaided (Recognized),Rural,2,Girls,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0
2016-17,9,Uttar Pradesh,944,KAUSHAMBI,94404,NEWADA,8,SS (IX-X),1,Department of Education,Rural,3,Co-Ed,2,2,0,0,1,2,0,2,2,2,0,0,0,0,2,2,0,0,0,1,0,0,0,1,1,0,0,0,2,0,0
2016-17,9,Uttar Pradesh,944,KAUSHAMBI,94404,NEWADA,8,SS (IX-X),5,Private Unaided (Recognized),Rural,3,Co-Ed,13,13,0,12,12,12,11,13,13,13,0,0,0,0,11,13,0,5,0,13,4,4,1,5,13,6,2,0,13,0,0
